"id","match_checksum","number","start_tick","start_frame","freeze_time_end_tick","freeze_time_end_frame","end_tick","end_frame","end_officially_tick","end_officially_frame","team_a_name","team_b_name","team_a_score","team_b_score","team_a_side","team_b_side","team_a_start_money","team_b_start_money","team_a_equipment_value","team_b_equipment_value","team_a_money_spent","team_b_money_spent","team_a_economy_type","team_b_economy_type","duration","end_reason","winner_name","winner_side","overtime_number"
1796,"28a0374c055ef765",11,71579,75358,72859,76704,77106,81173,77426,81513,ARCRED,ETERNAL FIRE,5,6,3,2,11400,25200,6250,27050,1100,16100,semi,full,86303,9,ETERNAL FIRE,2,0
1797,"28a0374c055ef765",12,77426,81513,78706,82860,84442,88893,84986,89477,ARCRED,ETERNAL FIRE,6,6,3,2,23400,27150,24800,28450,23300,14300,full,full,109530,7,ARCRED,3,0
1798,"28a0374c055ef765",13,84986,89477,86682,91272,88915,93621,89235,93956,ARCRED,ETERNAL FIRE,6,7,2,3,4000,4000,4300,4300,3300,3300,pistol,pistol,61503,8,ETERNAL FIRE,3,0
1799,"28a0374c055ef765",14,89235,93956,90515,95306,91471,96312,91791,96646,ARCRED,ETERNAL FIRE,6,8,2,3,10200,19700,1000,21200,0,17150,eco,semi,34966,8,ETERNAL FIRE,3,0
1800,"28a0374c055ef765",15,91791,96646,93071,97992,96134,101216,96454,101556,ARCRED,ETERNAL FIRE,6,9,2,3,22200,21550,23700,29650,21900,9050,full,full,67825,8,ETERNAL FIRE,3,0
1801,"28a0374c055ef765",16,96454,101556,97734,102898,102657,108079,102977,108419,ARCRED,ETERNAL FIRE,6,10,2,3,15700,31100,7900,30050,8000,17700,semi,full,96811,8,ETERNAL FIRE,3,0
1802,"28a0374c055ef765",17,102977,108419,104257,109762,111538,117423,111858,117763,ARCRED,ETERNAL FIRE,7,10,2,3,25600,32200,25550,30450,24650,18100,full,full,133633,9,ARCRED,2,0
1803,"28a0374c055ef765",18,111858,117763,113138,119111,122724,129197,123044,129531,ARCRED,ETERNAL FIRE,8,10,2,3,18800,23300,24650,23650,17100,22650,full,full,169698,1,ARCRED,2,0
1804,"28a0374c055ef765",19,123044,129531,124324,130881,128493,135270,128813,135601,ARCRED,ETERNAL FIRE,9,10,2,3,20500,11250,27350,9150,13200,2200,full,semi,85175,9,ARCRED,2,0
1805,"28a0374c055ef765",20,130926,137824,132206,139174,137646,144895,137966,145235,ARCRED,ETERNAL FIRE,10,10,2,3,24850,22500,27450,23850,16500,22150,full,full,104944,1,ARCRED,2,0
1806,"28a0374c055ef765",21,137966,145235,139246,146584,146266,153967,146586,154307,ARCRED,ETERNAL FIRE,11,10,2,3,27150,15400,27550,11200,7600,6550,full,semi,129596,1,ARCRED,2,0
1807,"28a0374c055ef765",22,146586,154307,147866,155653,153411,161486,153731,161824,ARCRED,ETERNAL FIRE,12,10,2,3,38350,26400,27350,27100,8100,24950,full,full,106547,9,ARCRED,2,0
1808,"28a0374c055ef765",23,153731,161824,155011,163173,157362,165644,157362,165644,ARCRED,ETERNAL FIRE,13,10,2,3,46350,10350,27850,20700,19500,19700,full,force-buy,56694,9,ARCRED,2,0
1894,"554ec4ef442f415e",1,5978,6394,7673,8192,12250,13057,12698,13536,Metizsport,Bebop,1,0,3,2,4000,4000,4300,4200,3300,3400,pistol,pistol,98025,7,Metizsport,3,0
1895,"554ec4ef442f415e",2,12698,13536,13978,14892,17623,18766,18071,19245,Metizsport,Bebop,2,0,3,2,21250,14300,23450,14550,20950,13750,full,force-buy,76943,8,Metizsport,3,0
1896,"554ec4ef442f415e",3,18071,19245,19351,20603,25230,26855,25678,27327,Metizsport,Bebop,3,0,3,2,19300,12850,28200,3550,10100,3150,full,eco,111957,8,Metizsport,3,0
1897,"554ec4ef442f415e",4,25678,27327,26958,28691,29115,30980,29563,31455,Metizsport,Bebop,3,1,3,2,28200,25200,28350,24900,8550,23900,full,full,53742,9,Bebop,2,0
1898,"554ec4ef442f415e",5,29563,31455,30843,32817,35770,38057,36218,38529,Metizsport,Bebop,3,2,3,2,28300,19050,28400,24700,27400,14700,full,full,97128,1,Bebop,2,0
1899,"554ec4ef442f415e",6,36218,38529,37498,39888,45533,48401,45981,48878,Metizsport,Bebop,3,3,3,2,10950,23350,7850,25400,700,7600,semi,full,145236,1,Bebop,2,0
1900,"554ec4ef442f415e",7,45981,48878,47261,50237,50712,53904,51160,54381,Metizsport,Bebop,3,4,3,2,22950,34750,27500,25000,20750,11900,full,full,73942,9,Bebop,2,0
1901,"554ec4ef442f415e",8,51160,54381,52440,55740,58361,62030,58809,62512,Metizsport,Bebop,4,4,3,2,18350,40900,9200,27150,9000,16200,semi,full,112531,8,Metizsport,3,0
1902,"554ec4ef442f415e",9,58809,62512,60089,63866,65804,69942,66252,70418,Metizsport,Bebop,4,5,3,2,28350,32300,30450,27050,16300,26050,full,full,109309,9,Bebop,2,0
1903,"554ec4ef442f415e",10,66252,70418,67532,71777,75807,80570,76255,81049,Metizsport,Bebop,4,6,3,2,24950,24100,23750,27350,22750,12000,full,full,149355,1,Bebop,2,0
1904,"554ec4ef442f415e",11,76255,81049,77535,82407,85599,90977,86047,91456,Metizsport,Bebop,4,7,3,2,17600,30500,25300,27350,13100,13200,full,full,146060,1,Bebop,2,0
1905,"554ec4ef442f415e",12,88377,93934,89657,95288,95013,101005,97540,103689,Metizsport,Bebop,4,8,3,2,22600,36000,30400,27250,20100,14450,full,full,104028,9,Bebop,2,0
1906,"554ec4ef442f415e",13,97540,103689,99236,105492,102503,108964,102951,109437,Metizsport,Bebop,5,8,2,3,4000,4000,4450,4250,3450,3250,pistol,pistol,77605,9,Metizsport,2,0
1907,"554ec4ef442f415e",14,102951,109437,104231,110801,109956,116883,110404,117359,Metizsport,Bebop,6,8,2,3,18600,11350,20500,2600,17700,1800,full,eco,109545,9,Metizsport,2,0
1908,"554ec4ef442f415e",15,110404,117359,111684,118719,115006,122249,115454,122723,Metizsport,Bebop,6,9,2,3,18950,22650,24450,23400,12900,22400,full,full,71941,8,Bebop,3,0
1909,"554ec4ef442f415e",16,115454,122723,116734,124086,119001,126496,119449,126971,Metizsport,Bebop,6,10,2,3,13650,19050,6350,28850,5550,14850,semi,full,55508,8,Bebop,3,0
1910,"554ec4ef442f415e",17,119449,126971,120729,128332,125156,133037,125604,133510,Metizsport,Bebop,7,10,2,3,18500,23000,18400,29200,17900,16250,force-buy,full,89242,9,Metizsport,2,0
1911,"554ec4ef442f415e",18,125604,133510,126884,134874,132226,140548,132674,141025,Metizsport,Bebop,8,10,2,3,18650,15000,25500,14700,15150,14000,full,force-buy,103542,9,Metizsport,2,0
1912,"554ec4ef442f415e",19,132674,141025,133954,142383,138737,147466,139185,147945,Metizsport,Bebop,9,10,2,3,21850,11050,27150,2500,7400,1900,full,eco,94759,9,Metizsport,2,0
1913,"554ec4ef442f415e",20,139185,147945,140465,149302,147592,156878,148040,157354,Metizsport,Bebop,10,10,2,3,32500,21900,27450,22550,7900,21550,full,full,131421,1,Metizsport,2,0
1914,"554ec4ef442f415e",21,148040,157354,149320,158713,156327,166159,156775,166633,Metizsport,Bebop,10,11,2,3,43300,15400,27650,13450,8300,5650,full,semi,129538,8,Bebop,3,0
1915,"554ec4ef442f415e",22,156775,166633,158055,167996,162152,172349,162600,172829,Metizsport,Bebop,11,11,2,3,42300,28750,27250,31350,26950,13800,full,full,84093,9,Metizsport,2,0
1916,"554ec4ef442f415e",23,162600,172829,163880,174184,168896,179474,169344,179923,Metizsport,Bebop,12,11,2,3,33400,28600,25000,27250,15700,26250,full,full,97760,9,Metizsport,2,0
1917,"554ec4ef442f415e",24,169344,179923,170624,181203,174357,184937,174357,184937,Metizsport,Bebop,13,11,2,3,38050,18800,27950,18150,15450,17350,full,force-buy,73765,9,Metizsport,2,0
1938,"32379617abb31e8",1,736,818,2431,2619,4548,4869,4996,5349,Truck Drivers,BIG AC,0,1,3,2,4000,4000,3250,3250,0,0,pistol,pistol,59687,9,BIG AC,2,0
1939,"32379617abb31e8",4,6391,6831,7670,8188,12981,13831,13429,14308,BIG AC,Truck Drivers,0,2,3,2,4000,4000,5200,4200,3400,3400,force-buy,eco,103138,1,Truck Drivers,2,0
1940,"32379617abb31e8",5,13429,14308,14709,15667,19206,20450,19654,20926,BIG AC,Truck Drivers,0,3,3,2,11750,19600,12700,19500,11250,17750,force-buy,semi,90496,1,Truck Drivers,2,0
1941,"32379617abb31e8",6,19654,20926,20934,22286,24152,25702,24600,26183,BIG AC,Truck Drivers,1,3,3,2,13900,21150,9950,20900,2700,8300,semi,full,70370,8,BIG AC,3,0
1942,"32379617abb31e8",7,24600,26183,25880,27538,33958,36124,34406,36605,BIG AC,Truck Drivers,1,4,3,2,30200,20150,26500,20200,13850,19200,full,full,146471,1,Truck Drivers,2,0
1943,"32379617abb31e8",8,34406,36605,35686,37960,43726,46503,44174,46984,BIG AC,Truck Drivers,2,4,3,2,27500,19950,29400,24400,19900,15800,full,full,145838,7,BIG AC,3,0
1944,"32379617abb31e8",9,44174,46984,45454,48339,49238,52364,49686,52837,BIG AC,Truck Drivers,3,4,3,2,27950,15650,29400,3150,21750,2750,full,eco,79269,8,BIG AC,3,0
1945,"32379617abb31e8",10,49686,52837,50966,54201,59266,63019,59714,63498,BIG AC,Truck Drivers,4,4,3,2,25200,22400,31250,23150,5250,21750,full,full,150022,7,BIG AC,3,0
1946,"32379617abb31e8",11,59714,63498,60994,64855,68557,72897,69005,73372,BIG AC,Truck Drivers,4,5,3,2,40300,16950,30750,8250,23300,8050,full,semi,138485,1,Truck Drivers,2,0
1947,"32379617abb31e8",12,72011,76568,73291,77924,79979,85033,80427,85509,BIG AC,Truck Drivers,4,6,3,2,25650,28350,29050,28150,23950,18000,full,full,124724,9,Truck Drivers,2,0
1948,"32379617abb31e8",13,80427,85509,81707,86869,87237,92748,87685,93220,BIG AC,Truck Drivers,4,7,3,2,11200,28200,1800,28550,1200,4400,eco,full,106660,9,Truck Drivers,2,0
1949,"32379617abb31e8",14,87685,93220,88965,94585,94015,99948,94463,100427,BIG AC,Truck Drivers,4,8,3,2,22250,41850,23250,28550,22050,7000,full,full,99131,9,Truck Drivers,2,0
1950,"32379617abb31e8",15,94463,100427,95743,101804,101260,107671,103412,109955,BIG AC,Truck Drivers,5,8,3,2,16350,52700,16900,28350,16100,16000,force-buy,full,106733,8,BIG AC,3,0
1951,"32379617abb31e8",16,103412,109955,105108,111759,109424,116340,109872,116822,BIG AC,Truck Drivers,6,8,2,3,4000,4000,4750,4300,3350,3300,pistol,pistol,94077,9,BIG AC,2,0
1952,"32379617abb31e8",17,109872,116822,111152,118176,114553,121794,115001,122267,BIG AC,Truck Drivers,7,8,2,3,18700,12650,19250,3000,18250,2800,semi,eco,73257,9,BIG AC,2,0
1953,"32379617abb31e8",18,115001,122267,116281,123631,119441,126988,119889,127468,BIG AC,Truck Drivers,7,9,2,3,19400,22400,22350,23150,8000,22150,full,full,69559,8,Truck Drivers,3,0
1954,"32379617abb31e8",19,119889,127468,121169,128824,128023,136108,128471,136585,BIG AC,Truck Drivers,7,10,2,3,17900,18850,18050,28650,17450,6650,force-buy,full,127302,8,Truck Drivers,3,0
1955,"32379617abb31e8",20,128471,136585,129751,137943,131411,139712,131859,140184,BIG AC,Truck Drivers,7,11,2,3,10050,31200,1050,30450,50,9900,eco,full,46073,8,Truck Drivers,3,0
1956,"32379617abb31e8",21,131859,140184,133139,141548,140052,148895,140500,149367,BIG AC,Truck Drivers,8,11,2,3,22000,40300,22300,30450,21900,2000,full,full,128348,1,BIG AC,2,0
1957,"32379617abb31e8",22,140500,149367,141780,150731,144347,153455,144795,153933,BIG AC,Truck Drivers,8,12,2,3,19100,46750,23900,29050,14900,23850,full,full,60233,8,Truck Drivers,3,0
1958,"32379617abb31e8",23,147243,156532,148523,157896,152589,162176,153037,162624,BIG AC,Truck Drivers,8,13,2,3,13700,41700,6600,29650,6400,4800,semi,full,83159,8,Truck Drivers,3,0
1959,"32379617abb31e8",24,153037,162624,154317,163904,158080,167668,158080,167668,BIG AC,Truck Drivers,8,14,2,3,15150,52200,19950,29550,19250,10850,force-buy,full,74318,8,Truck Drivers,3,0
2043,"3a526c675e3b6b13",1,4062,4315,5757,6097,9937,10498,10385,10967,FC FAMALICÃO,MOUZ NXT,1,0,3,2,4000,4000,4000,4200,3400,3400,pistol,pistol,91849,7,FC FAMALICÃO,3,0
2044,"3a526c675e3b6b13",2,10385,10967,11665,12317,18528,19541,18976,20009,FC FAMALICÃO,MOUZ NXT,1,1,3,2,20600,14900,21550,16450,20350,14650,semi,force-buy,127367,1,MOUZ NXT,2,0
2045,"3a526c675e3b6b13",3,18976,20009,20256,21360,26416,27841,26864,28309,FC FAMALICÃO,MOUZ NXT,1,2,3,2,8350,19250,12250,22050,7950,12300,force-buy,full,116345,1,MOUZ NXT,2,0
2046,"3a526c675e3b6b13",4,26864,28309,28144,29659,33722,35528,34170,35996,FC FAMALICÃO,MOUZ NXT,1,3,3,2,11550,25950,6150,22550,1650,16000,semi,full,107239,1,MOUZ NXT,2,0
2047,"3a526c675e3b6b13",5,34170,35996,35450,37347,40863,43041,41311,43512,FC FAMALICÃO,MOUZ NXT,2,3,3,2,23000,28950,26250,25700,21350,12800,full,full,104654,8,FC FAMALICÃO,3,0
2048,"3a526c675e3b6b13",6,43231,45533,44511,46880,49223,51842,49671,52311,FC FAMALICÃO,MOUZ NXT,3,3,3,2,20250,24350,24700,21850,17200,21050,full,full,93721,7,FC FAMALICÃO,3,0
2049,"3a526c675e3b6b13",7,49671,52311,50951,53661,55867,58829,56315,59304,FC FAMALICÃO,MOUZ NXT,4,3,3,2,23400,17300,29150,10450,18200,9950,full,semi,96825,8,FC FAMALICÃO,3,0
2050,"3a526c675e3b6b13",8,56315,59304,57595,60647,64258,67662,64706,68130,FC FAMALICÃO,MOUZ NXT,5,3,3,2,24000,19950,30400,20750,14250,19750,full,full,124159,8,FC FAMALICÃO,3,0
2051,"3a526c675e3b6b13",9,66626,70150,67906,71500,70447,74172,70895,74645,FC FAMALICÃO,MOUZ NXT,6,3,3,2,28750,15600,29800,8450,18950,9050,full,semi,59747,8,FC FAMALICÃO,3,0
2052,"3a526c675e3b6b13",10,70895,74645,72175,75990,77570,81667,78018,82143,FC FAMALICÃO,MOUZ NXT,6,4,3,2,28200,24150,31000,24000,14200,23300,full,full,104312,1,MOUZ NXT,2,0
2053,"3a526c675e3b6b13",11,78018,82143,79298,83485,83308,87706,83756,88179,FC FAMALICÃO,MOUZ NXT,6,5,3,2,21000,19850,26850,27150,19950,4600,full,full,82639,9,MOUZ NXT,2,0
2054,"3a526c675e3b6b13",12,83756,88179,85036,89525,90803,95612,94700,99718,FC FAMALICÃO,MOUZ NXT,7,5,3,2,11450,33300,12050,28450,11050,14950,force-buy,full,110418,8,FC FAMALICÃO,3,0
2055,"3a526c675e3b6b13",13,94700,99718,96396,101499,100956,106296,101404,106770,FC FAMALICÃO,MOUZ NXT,7,6,2,3,4000,4000,4950,4300,3450,3300,pistol,pistol,97717,7,MOUZ NXT,3,0
2056,"3a526c675e3b6b13",14,101404,106770,102684,108114,103809,109300,104257,109771,FC FAMALICÃO,MOUZ NXT,7,7,2,3,13950,21250,15150,23350,13850,20550,force-buy,full,37583,8,MOUZ NXT,3,0
2057,"3a526c675e3b6b13",15,104257,109771,105537,111117,108837,114588,109285,115064,FC FAMALICÃO,MOUZ NXT,7,8,2,3,12400,19700,3300,25050,3300,7500,eco,full,71557,8,MOUZ NXT,3,0
2058,"3a526c675e3b6b13",16,109285,115064,110565,116406,114860,120931,115308,121401,FC FAMALICÃO,MOUZ NXT,8,8,2,3,23900,31800,24400,30350,23700,11450,full,full,87155,9,FC FAMALICÃO,2,0
2059,"3a526c675e3b6b13",17,115308,121401,116588,122750,123478,129999,123926,130471,FC FAMALICÃO,MOUZ NXT,9,8,2,3,18250,29000,23700,28500,15450,27500,full,full,127724,9,FC FAMALICÃO,2,0
2060,"3a526c675e3b6b13",18,123926,130471,125206,131817,132357,139344,132805,139812,FC FAMALICÃO,MOUZ NXT,10,8,2,3,20850,12650,25200,1800,16400,1200,full,eco,131809,1,FC FAMALICÃO,2,0
2061,"3a526c675e3b6b13",19,135096,142223,136376,143573,142406,149915,142854,150386,FC FAMALICÃO,MOUZ NXT,10,9,2,3,22850,24550,24900,26100,13250,19100,full,full,114265,7,MOUZ NXT,3,0
2062,"3a526c675e3b6b13",20,142854,150386,144134,151733,151140,159109,151588,159579,FC FAMALICÃO,MOUZ NXT,10,10,2,3,20800,25800,20850,29650,20350,19000,full,full,129581,8,MOUZ NXT,3,0
2063,"3a526c675e3b6b13",21,153750,161852,155030,163202,156698,164956,157146,165428,FC FAMALICÃO,MOUZ NXT,10,11,2,3,10850,25800,1100,28100,300,16450,eco,full,46110,8,MOUZ NXT,3,0
2064,"3a526c675e3b6b13",22,157146,165428,158426,166774,163093,171686,163541,172154,FC FAMALICÃO,MOUZ NXT,10,12,2,3,22850,27750,22900,29650,22000,7100,full,full,92963,8,MOUZ NXT,3,0
2065,"3a526c675e3b6b13",23,163541,172154,164821,173504,168952,177636,168952,177636,FC FAMALICÃO,MOUZ NXT,10,13,2,3,19150,36150,15900,29950,15300,20650,force-buy,full,81435,8,MOUZ NXT,3,0
2081,"7d8dd11b1c0c3898",1,358,412,3969,4212,5448,5771,5896,6239,paiN Gaming,HEROIC,1,0,3,2,4000,4000,4950,4350,3450,3350,pistol,pistol,79585,8,paiN Gaming,3,0
2082,"7d8dd11b1c0c3898",2,5896,6239,7176,7589,11811,12466,12259,12936,paiN Gaming,HEROIC,2,0,3,2,19550,10750,21900,1100,19400,300,semi,eco,92476,8,paiN Gaming,3,0
2083,"7d8dd11b1c0c3898",3,12259,12936,13539,14284,17926,18902,18374,19370,paiN Gaming,HEROIC,2,1,3,2,19150,22450,26000,23200,6000,22200,full,full,88600,9,HEROIC,2,0
2084,"7d8dd11b1c0c3898",4,18374,19370,19654,20721,29127,30686,29575,31161,paiN Gaming,HEROIC,2,2,3,2,22350,18300,23050,22100,22050,17000,full,full,168052,1,HEROIC,2,0
2085,"7d8dd11b1c0c3898",5,29575,31161,30855,32505,36035,37956,36483,38430,paiN Gaming,HEROIC,2,3,3,2,12100,20300,5050,23000,1250,18000,semi,full,100911,9,HEROIC,2,0
2086,"7d8dd11b1c0c3898",6,36483,38430,37763,39774,45123,47522,45571,47994,paiN Gaming,HEROIC,3,3,3,2,22850,20350,23900,23500,22400,4600,full,full,135024,12,paiN Gaming,3,0
2087,"7d8dd11b1c0c3898",7,45571,47994,46851,49341,51444,54173,51892,54647,paiN Gaming,HEROIC,4,3,3,2,18900,21950,26800,23800,14000,19800,full,full,91763,8,paiN Gaming,3,0
2088,"7d8dd11b1c0c3898",8,51892,54647,53172,55991,57190,60218,57638,60695,paiN Gaming,HEROIC,5,3,3,2,23900,11950,27400,1000,10200,0,full,eco,82734,8,paiN Gaming,3,0
2089,"7d8dd11b1c0c3898",9,57638,60695,58918,62037,65303,68761,65751,69230,paiN Gaming,HEROIC,5,4,3,2,32700,24550,29850,25650,14950,24250,full,full,119787,9,HEROIC,2,0
2090,"7d8dd11b1c0c3898",10,65751,69230,67031,70579,73644,77535,74092,78006,paiN Gaming,HEROIC,5,5,3,2,25650,18150,25850,27350,24850,12800,full,full,123336,9,HEROIC,2,0
2091,"7d8dd11b1c0c3898",11,74092,78006,75372,79353,80043,84268,80491,84743,paiN Gaming,HEROIC,5,6,3,2,12300,23200,1800,26850,1200,20000,eco,full,92996,9,HEROIC,2,0
2092,"7d8dd11b1c0c3898",12,80491,84743,81771,86087,88250,92904,88794,93489,paiN Gaming,HEROIC,6,6,3,2,23100,21250,23700,28450,22700,4100,full,full,121198,8,paiN Gaming,3,0
2093,"7d8dd11b1c0c3898",13,88794,93489,101534,106901,106266,111884,106714,112352,paiN Gaming,HEROIC,6,7,2,3,4000,4000,4250,4200,3450,3400,pistol,pistol,273181,7,HEROIC,3,0
2094,"7d8dd11b1c0c3898",14,106714,112352,107994,113703,111764,117670,112212,118142,paiN Gaming,HEROIC,6,8,2,3,14250,21150,2700,23000,2300,21050,eco,full,78976,8,HEROIC,3,0
2095,"7d8dd11b1c0c3898",15,112212,118142,113492,119488,117137,123324,117585,123796,paiN Gaming,HEROIC,7,8,2,3,24250,19100,24200,28400,23400,9550,full,full,76957,9,paiN Gaming,2,0
2096,"7d8dd11b1c0c3898",16,117585,123796,118865,125142,124318,130881,124766,131349,paiN Gaming,HEROIC,8,8,2,3,18900,17100,25400,17900,8400,16600,full,force-buy,105218,1,paiN Gaming,2,0
2097,"7d8dd11b1c0c3898",17,124766,131349,126046,132699,132501,139492,132949,139964,paiN Gaming,HEROIC,9,8,2,3,29500,11650,26650,6450,17950,300,full,semi,120930,9,paiN Gaming,2,0
2098,"7d8dd11b1c0c3898",18,135066,142192,136346,143539,143624,151196,144072,151670,paiN Gaming,HEROIC,10,8,2,3,29600,23900,27350,24950,8500,23550,full,full,133717,9,paiN Gaming,2,0
2099,"7d8dd11b1c0c3898",19,144072,151670,145352,153014,150528,158461,150976,158936,paiN Gaming,HEROIC,11,8,2,3,38950,16500,27350,7950,16850,7750,full,semi,100852,1,paiN Gaming,2,0
2100,"7d8dd11b1c0c3898",20,150976,158936,152256,160279,157260,165546,157708,166020,paiN Gaming,HEROIC,11,9,2,3,40200,25750,27650,28200,2600,22500,full,full,98164,8,HEROIC,3,0
2101,"7d8dd11b1c0c3898",21,157708,166020,158988,167365,167336,176150,167784,176618,paiN Gaming,HEROIC,11,10,2,3,44900,22350,27150,30700,26450,9550,full,full,150439,7,HEROIC,3,0
2102,"7d8dd11b1c0c3898",22,167784,176618,169064,177969,171145,180160,171593,180628,paiN Gaming,HEROIC,12,10,2,3,32150,33350,27050,30650,26350,18900,full,full,52601,9,paiN Gaming,2,0
2103,"7d8dd11b1c0c3898",23,171593,180628,172873,181979,180233,189720,180681,190194,paiN Gaming,HEROIC,12,11,2,3,23150,27550,27350,28100,10600,26900,full,full,135024,12,HEROIC,3,0
2104,"7d8dd11b1c0c3898",24,182884,192512,184164,193860,191524,201604,192069,202180,paiN Gaming,HEROIC,12,12,2,3,18250,19100,22750,31400,17650,15400,full,full,135024,12,HEROIC,3,0
2105,"7d8dd11b1c0c3898",25,192069,202180,193765,203964,200732,211294,201180,211762,paiN Gaming,HEROIC,12,13,2,3,62500,62500,27050,29350,26650,28350,full,full,135350,8,HEROIC,3,1
2106,"7d8dd11b1c0c3898",26,203296,213988,204576,215339,212040,223195,212488,223663,paiN Gaming,HEROIC,12,14,2,3,45650,52950,26950,31350,26450,16150,full,full,136732,7,HEROIC,3,1
2107,"7d8dd11b1c0c3898",27,212488,223663,213768,225013,215441,226773,215985,227355,paiN Gaming,HEROIC,12,15,2,3,35700,57350,27950,32050,28350,36350,full,full,46186,8,HEROIC,3,1
2108,"7d8dd11b1c0c3898",28,215985,227355,217681,229149,224079,235882,224527,236357,paiN Gaming,HEROIC,13,15,3,2,62500,62500,30500,25200,30100,24200,full,full,126633,7,paiN Gaming,3,1
2109,"7d8dd11b1c0c3898",29,224527,236357,225807,237700,232595,244847,233043,245315,paiN Gaming,HEROIC,14,15,3,2,52750,52300,30800,25500,26350,25000,full,full,126083,8,paiN Gaming,3,1
2110,"7d8dd11b1c0c3898",30,235100,247483,236380,248828,239418,252022,239418,252022,paiN Gaming,HEROIC,14,16,3,2,27750,30000,31650,27750,24450,28050,full,full,67408,9,HEROIC,2,1
2166,"13d728b6b0876092",1,1018,1109,14555,15349,19103,20137,19423,20478,MORNING STAR,EGG GAMING,0,1,3,2,4000,4000,4150,4300,3550,3300,pistol,pistol,282428,9,EGG GAMING,2,0
2167,"13d728b6b0876092",2,19423,20478,20703,21817,25446,26810,25766,27150,MORNING STAR,EGG GAMING,0,2,3,2,10500,18750,1000,18700,0,16600,eco,semi,93984,1,EGG GAMING,2,0
2168,"13d728b6b0876092",3,25766,27150,27046,28492,29362,30930,29682,31266,MORNING STAR,EGG GAMING,1,2,3,2,23600,21450,23650,23250,21400,10450,full,full,56105,8,MORNING STAR,3,0
2169,"13d728b6b0876092",4,29682,31266,30962,32615,34050,35863,34370,36199,MORNING STAR,EGG GAMING,1,3,3,2,21500,18300,26200,16900,10100,16300,full,semi,68232,9,EGG GAMING,2,0
2170,"13d728b6b0876092",5,34370,36199,35650,37542,40577,42730,40897,43066,MORNING STAR,EGG GAMING,2,3,3,2,22300,19350,23050,26550,22000,13900,full,full,96938,8,MORNING STAR,3,0
2171,"13d728b6b0876092",6,40897,43066,42177,44408,49385,51998,49705,52331,MORNING STAR,EGG GAMING,2,4,3,2,19300,12850,27650,12050,15350,11650,full,force-buy,132575,9,EGG GAMING,2,0
2172,"13d728b6b0876092",7,49705,52331,50985,53677,58186,61257,58506,61590,MORNING STAR,EGG GAMING,3,4,3,2,13150,19250,1000,21650,0,16900,eco,full,132486,8,MORNING STAR,3,0
2173,"13d728b6b0876092",8,58506,61590,59786,62938,64207,67590,64527,67928,MORNING STAR,EGG GAMING,3,5,3,2,31950,10250,30050,7400,23650,7400,full,semi,89056,9,EGG GAMING,2,0
2174,"13d728b6b0876092",9,64527,67928,65807,69269,70226,73919,70546,74259,MORNING STAR,EGG GAMING,3,6,3,2,16200,20600,16350,26400,15550,13600,force-buy,full,88923,9,EGG GAMING,2,0
2175,"13d728b6b0876092",10,70546,74259,71826,75606,77667,81750,77987,82090,MORNING STAR,EGG GAMING,3,7,3,2,10700,25050,1000,29250,0,9650,eco,full,111187,1,EGG GAMING,2,0
2176,"13d728b6b0876092",11,77987,82090,79267,83431,85256,89737,85576,90070,MORNING STAR,EGG GAMING,4,7,3,2,22950,34100,23500,29050,22500,8400,full,full,113502,8,MORNING STAR,3,0
2177,"13d728b6b0876092",12,85576,90070,86856,91418,95565,100579,99053,104265,MORNING STAR,EGG GAMING,5,7,3,2,19450,33200,28100,27450,17650,27050,full,full,155982,7,MORNING STAR,3,0
2178,"13d728b6b0876092",13,99053,104265,109932,115720,112309,118221,112629,118559,MORNING STAR,EGG GAMING,5,8,2,3,4000,4000,5000,4000,3300,3400,pistol,pistol,207145,8,EGG GAMING,3,0
2179,"13d728b6b0876092",14,112629,118559,113909,119899,119422,125704,119742,126043,MORNING STAR,EGG GAMING,5,9,2,3,10800,19600,1200,21550,200,18150,eco,semi,106051,8,EGG GAMING,3,0
2180,"13d728b6b0876092",15,119742,126043,121022,127382,123584,130085,123904,130416,MORNING STAR,EGG GAMING,5,10,2,3,22900,20750,23600,25350,22400,10150,full,full,59994,8,EGG GAMING,3,0
2181,"13d728b6b0876092",16,123904,130416,125184,131763,131114,138005,131434,138342,MORNING STAR,EGG GAMING,6,10,2,3,15300,30000,8200,29350,8200,11400,semi,full,112641,9,MORNING STAR,2,0
2182,"13d728b6b0876092",17,134489,141553,135769,142899,144477,152064,144797,152399,MORNING STAR,EGG GAMING,7,10,2,3,24950,27800,27650,26900,21200,25900,full,full,156012,1,MORNING STAR,2,0
2183,"13d728b6b0876092",18,144797,152399,146077,153748,151596,159555,151916,159888,MORNING STAR,EGG GAMING,7,11,2,3,22250,11750,27450,10550,9300,1500,full,semi,106214,8,EGG GAMING,3,0
2184,"13d728b6b0876092",19,151916,159888,153196,161236,157957,166249,158277,166580,MORNING STAR,EGG GAMING,7,12,2,3,22750,29250,23700,29850,22500,12700,full,full,94414,8,EGG GAMING,3,0
2185,"13d728b6b0876092",20,160952,169392,162232,170743,166146,174859,166146,174859,MORNING STAR,EGG GAMING,7,13,2,3,15250,34100,13800,30350,12700,19200,force-buy,full,81145,8,EGG GAMING,3,0
